order_id,order_date,customer_city,product_category,product_name,unit_price,cost_price,quantity,discount_percent,is_returned,payment_mode,delivery_time_days,revenue,cost,net_profit,return_loss
ORD103299,2024-10-19,Kolkata,FMCG,Toothpaste,1443.06,1035.43,4,0.0,0,UPI,9,5772.24,4141.72,1630.5199999999995,0.0
ORD103300,2024-10-19,Pune,Fashion,Shoes,3025.62,2538.91,2,15.0,0,UPI,7,5143.554,5077.82,65.73400000000038,0.0
ORD103301,2024-10-19,Bangalore,Electronics,Laptop,3701.22,2316.38,2,5.0,0,Cash,1,7032.317999999999,4632.76,2399.557999999999,0.0
ORD103302,2024-10-19,Bangalore,Grocery,Atta 5kg,1488.09,1100.24,3,5.0,0,Card,6,4241.0565,3300.7200000000003,940.3364999999994,0.0
ORD103303,2024-10-19,Bangalore,FMCG,Shampoo,2945.1,1804.65,4,5.0,0,Net Banking,1,11191.38,7218.6,3972.779999999999,0.0
ORD103304,2024-10-19,Hyderabad,Grocery,Atta 5kg,3863.99,2903.51,3,5.0,0,Cash,8,11012.3715,8710.53,2301.8414999999986,0.0
ORD103305,2024-10-19,Hyderabad,Fashion,Shoes,3643.56,2242.35,4,0.0,0,Cash,4,14574.24,8969.4,5604.84,0.0
ORD103306,2024-10-19,Hyderabad,Home Essentials,Pressure Cooker,3632.28,3072.05,2,15.0,0,UPI,3,6174.876,6144.1,30.77599999999984,0.0
ORD103307,2024-10-19,Chennai,Fashion,T-shirt,404.14,287.36,3,0.0,0,Net Banking,10,1212.42,862.08,350.34000000000003,0.0
ORD103308,2024-10-20,Hyderabad,Grocery,Rice 5kg,4596.67,2835.15,3,0.0,0,UPI,4,13790.01,8505.45,5284.5599999999995,0.0
ORD103309,2024-10-20,Pune,Fashion,Jeans,1615.76,982.85,4,20.0,0,Cash,2,5170.432000000001,3931.4,1239.0320000000006,0.0
ORD103310,2024-10-20,Hyderabad,Fashion,Shoes,462.04,352.2,2,5.0,0,UPI,10,877.876,704.4,173.476,0.0
ORD103311,2024-10-20,Delhi,Home Essentials,Pressure Cooker,3937.66,2962.5,1,0.0,0,Cash,1,3937.66,2962.5,975.1599999999999,0.0
ORD103312,2024-10-20,Hyderabad,Electronics,Mobile Phone,949.35,668.79,1,20.0,0,Cash,9,759.48,668.79,90.69000000000005,0.0
ORD103313,2024-10-20,Delhi,Grocery,Atta 5kg,3768.13,2432.17,1,10.0,0,Card,8,3391.317,2432.17,959.1469999999999,0.0
ORD103314,2024-10-20,Chennai,Home Essentials,Bedsheet,4456.78,3553.49,5,5.0,0,Cash,3,21169.704999999998,17767.449999999997,3402.255000000001,0.0
ORD103315,2024-10-20,Delhi,Home Essentials,Bedsheet,3761.72,2281.29,1,5.0,0,UPI,5,3573.6339999999996,2281.29,1292.3439999999996,0.0
ORD103316,2024-10-20,Bangalore,Grocery,Oil 1L,2153.52,1563.06,3,5.0,0,Card,8,6137.531999999999,4689.18,1448.351999999999,0.0
ORD103317,2024-10-20,Hyderabad,Electronics,Headphones,2143.08,1656.93,1,15.0,0,Card,8,1821.618,1656.93,164.68799999999987,0.0
ORD103318,2024-10-20,Delhi,FMCG,Shampoo,966.73,691.46,4,20.0,0,Card,8,3093.536,2765.84,327.6959999999999,0.0
ORD103319,2024-10-20,Hyderabad,Home Essentials,Bedsheet,1378.27,979.1,5,10.0,0,Net Banking,8,6202.215,4895.5,1306.7150000000001,0.0
ORD103320,2024-10-20,Hyderabad,Electronics,Laptop,523.41,432.45,5,20.0,0,Cash,9,2093.64,2162.25,-68.61000000000013,0.0
ORD103321,2024-10-20,Bangalore,Fashion,Jeans,2660.02,2125.07,2,20.0,0,Cash,7,4256.032,4250.14,5.891999999999825,0.0
ORD103322,2024-10-20,Chennai,Electronics,Headphones,3255.12,2260.4,1,15.0,0,Card,4,2766.852,2260.4,506.45199999999977,0.0
ORD103323,2024-10-20,Kolkata,Grocery,Rice 5kg,3262.82,2725.68,1,10.0,0,Net Banking,9,2936.538,2725.68,210.85800000000017,0.0
ORD103324,2024-10-20,Pune,Electronics,Mobile Phone,463.93,375.71,4,15.0,0,Net Banking,10,1577.362,1502.84,74.52200000000016,0.0
ORD103325,2024-10-20,Kolkata,FMCG,Toothpaste,414.11,296.73,5,5.0,0,Cash,5,1967.0225,1483.65,483.37249999999995,0.0
ORD103326,2024-10-20,Delhi,Home Essentials,Bedsheet,1868.72,1580.46,3,0.0,0,UPI,2,5606.16,4741.38,864.7799999999997,0.0
ORD103327,2024-10-20,Pune,Home Essentials,Mixer Grinder,4887.81,3612.54,3,20.0,0,Net Banking,1,11730.744,10837.619999999999,893.1240000000016,0.0
ORD103328,2024-10-20,Chennai,Electronics,Laptop,105.76,77.06,4,0.0,0,UPI,6,423.04,308.24,114.80000000000001,0.0
ORD103329,2024-10-21,Mumbai,Grocery,Atta 5kg,3279.43,2561.67,1,15.0,0,UPI,5,2787.5155,2561.67,225.8454999999999,0.0
ORD103330,2024-10-21,Delhi,Fashion,Jeans,4877.71,3632.65,4,20.0,0,Cash,5,15608.672,14530.6,1078.0720000000001,0.0
ORD103331,2024-10-21,Hyderabad,Electronics,Headphones,363.17,306.37,1,0.0,0,UPI,1,363.17,306.37,56.80000000000001,0.0
ORD103332,2024-10-21,Chennai,Grocery,Rice 5kg,4094.69,2964.93,3,0.0,0,UPI,6,12284.07,8894.789999999999,3389.2800000000007,0.0
ORD103333,2024-10-21,Mumbai,Fashion,Jeans,3359.11,2490.23,2,5.0,0,Cash,1,6382.309,4980.46,1401.8490000000002,0.0
ORD103334,2024-10-21,Mumbai,Electronics,Headphones,943.53,778.7,4,10.0,0,Net Banking,5,3396.708,3114.8,281.9079999999999,0.0
ORD103335,2024-10-21,Chennai,Grocery,Oil 1L,3494.81,2676.68,3,5.0,0,Net Banking,6,9960.2085,8030.039999999999,1930.1685000000016,0.0
ORD103336,2024-10-21,Pune,Grocery,Oil 1L,1615.24,1304.88,2,10.0,0,Card,3,2907.4320000000002,2609.76,297.672,0.0
ORD103337,2024-10-21,Mumbai,FMCG,Soap,2081.87,1307.94,2,15.0,0,Card,2,3539.1789999999996,2615.88,923.2989999999995,0.0
ORD103338,2024-10-21,Delhi,Fashion,Jeans,4693.42,3969.81,2,15.0,0,Net Banking,10,7978.814,7939.62,39.194000000000415,0.0
ORD103339,2024-10-21,Kolkata,Home Essentials,Pressure Cooker,1958.67,1231.62,4,0.0,0,Unknown,6,7834.68,4926.48,2908.2000000000007,0.0
ORD103340,2024-10-21,Hyderabad,Electronics,Laptop,1575.78,1204.41,3,20.0,0,Net Banking,9,3781.8720000000003,3613.2300000000005,168.64199999999983,0.0
ORD103341,2024-10-21,Pune,Electronics,Laptop,1437.06,1082.2,5,0.0,0,Card,9,7185.299999999999,5411.0,1774.2999999999993,0.0
ORD103342,2024-10-21,Hyderabad,Fashion,Jeans,3698.91,2842.46,4,10.0,0,UPI,10,13316.076,11369.84,1946.235999999999,0.0
ORD103343,2024-10-21,Pune,Home Essentials,Bedsheet,2239.98,1446.28,3,5.0,0,Net Banking,10,6383.943,4338.84,2045.103,0.0
ORD103344,2024-10-21,Mumbai,Electronics,Mobile Phone,543.59,457.0,5,10.0,0,UPI,9,2446.155,2285.0,161.1550000000002,0.0
ORD103345,2024-10-21,Bangalore,Grocery,Oil 1L,2179.03,1586.16,5,10.0,0,Cash,2,9805.635000000002,7930.8,1874.8350000000019,0.0
ORD103346,2024-10-21,Delhi,FMCG,Toothpaste,2119.04,1536.35,2,0.0,0,Net Banking,4,4238.08,3072.7,1165.38,0.0
ORD103347,2024-10-21,Chennai,FMCG,Toothpaste,4691.27,3438.55,1,5.0,0,Net Banking,5,4456.7065,3438.55,1018.1565,0.0
ORD103348,2024-10-21,Delhi,FMCG,Toothpaste,4842.25,3504.99,2,0.0,0,Card,5,9684.5,7009.98,2674.5200000000004,0.0
ORD103349,2024-10-21,Pune,Fashion,Shoes,2633.5,2162.35,4,20.0,0,Unknown,2,8427.2,8649.4,-222.1999999999989,0.0
ORD103350,2024-10-21,Kolkata,FMCG,Shampoo,4861.54,3227.31,5,10.0,0,Net Banking,1,21876.93,16136.55,5740.380000000001,0.0
ORD103351,2024-10-21,Bangalore,Fashion,Shoes,1314.74,938.61,1,15.0,0,Card,8,1117.529,938.61,178.91899999999998,0.0
ORD103352,2024-10-21,Kolkata,Fashion,T-shirt,1385.03,858.21,2,15.0,0,UPI,5,2354.551,1716.42,638.1309999999999,0.0
ORD103353,2024-10-21,Bangalore,Fashion,Shoes,4177.68,2695.57,4,15.0,0,Net Banking,10,14204.112000000001,10782.28,3421.8320000000003,0.0
ORD103354,2024-10-22,Pune,Grocery,Atta 5kg,1720.15,1151.98,5,10.0,0,Card,2,7740.675,5759.9,1980.7750000000005,0.0
ORD103355,2024-10-22,Delhi,FMCG,Soap,666.18,501.36,2,20.0,1,Cash,7,1065.888,1002.72,63.16799999999989,1065.888
ORD103356,2024-10-22,Mumbai,FMCG,Toothpaste,2231.32,1726.7,3,0.0,1,Cash,5,6693.960000000001,5180.1,1513.8600000000006,6693.960000000001
ORD103357,2024-10-22,Hyderabad,Fashion,Shoes,3053.77,1916.91,3,20.0,0,Card,8,7329.048,5750.7300000000005,1578.3179999999993,0.0
ORD103358,2024-10-22,Pune,Fashion,Jeans,3621.96,2779.02,4,0.0,0,UPI,6,14487.84,11116.08,3371.76,0.0
ORD103359,2024-10-22,Hyderabad,Home Essentials,Pressure Cooker,766.91,485.51,2,0.0,1,Net Banking,1,1533.82,971.02,562.8,1533.82
ORD103360,2024-10-22,Chennai,Grocery,Atta 5kg,3105.12,2265.54,3,5.0,0,Unknown,3,8849.592,6796.62,2052.9720000000007,0.0
ORD103361,2024-10-22,Chennai,Fashion,Jeans,3214.76,2169.57,2,0.0,0,Net Banking,3,6429.52,4339.14,2090.38,0.0
ORD103362,2024-10-22,Kolkata,Grocery,Rice 5kg,2730.79,2072.49,2,10.0,0,Card,7,4915.4220000000005,4144.98,770.4420000000009,0.0
ORD103363,2024-10-22,Delhi,Electronics,Mobile Phone,737.29,456.47,5,0.0,0,Cash,9,3686.45,2282.3500000000004,1404.0999999999995,0.0
ORD103364,2024-10-22,Hyderabad,Home Essentials,Mixer Grinder,4540.24,3196.55,3,10.0,0,Card,9,12258.648,9589.650000000001,2668.997999999998,0.0
ORD103365,2024-10-22,Hyderabad,Grocery,Rice 5kg,1832.83,1249.12,3,0.0,0,UPI,3,5498.49,3747.3599999999997,1751.13,0.0
ORD103366,2024-10-22,Chennai,Home Essentials,Bedsheet,2659.04,1820.5,1,5.0,0,Net Banking,7,2526.0879999999997,1820.5,705.5879999999997,0.0
ORD103367,2024-10-22,Pune,Electronics,Laptop,4187.49,3154.7,4,20.0,0,Card,3,13399.968,12618.8,781.1680000000015,0.0
ORD103368,2024-10-22,Pune,Home Essentials,Mixer Grinder,4968.32,4025.21,3,15.0,0,Card,3,12669.215999999999,12075.630000000001,593.5859999999975,0.0
ORD103369,2024-10-22,Mumbai,Fashion,T-shirt,3382.26,2739.41,2,20.0,0,Net Banking,2,5411.616000000001,5478.82,-67.20399999999881,0.0
ORD103370,2024-10-22,Kolkata,Fashion,T-shirt,3754.38,3114.22,2,15.0,0,Net Banking,5,6382.446,6228.44,154.0060000000003,0.0
ORD103371,2024-10-22,Delhi,Grocery,Oil 1L,2454.6,1711.59,4,20.0,0,Card,3,7854.72,6846.36,1008.3600000000006,0.0
ORD103372,2024-10-22,Hyderabad,Fashion,Shoes,2367.57,1644.7,1,5.0,0,Net Banking,8,2249.1915,1644.7,604.4914999999999,0.0
ORD103373,2024-10-22,Pune,Fashion,Jeans,2244.39,1391.52,1,15.0,0,Cash,4,1907.7314999999999,1391.52,516.2114999999999,0.0
ORD103374,2024-10-22,Bangalore,FMCG,Toothpaste,3550.74,2556.83,3,15.0,0,Cash,8,9054.386999999999,7670.49,1383.896999999999,0.0
ORD103375,2024-10-22,Hyderabad,Electronics,Mobile Phone,1347.98,880.56,5,10.0,0,Net Banking,4,6065.91,4402.799999999999,1663.1100000000006,0.0
ORD103376,2024-10-22,Mumbai,Fashion,Jeans,1181.07,896.44,2,5.0,0,Net Banking,1,2244.033,1792.88,451.1529999999998,0.0
ORD103377,2024-10-22,Bangalore,Fashion,Jeans,304.62,238.12,2,10.0,0,Card,7,548.316,476.24,72.07600000000002,0.0
ORD103378,2024-10-22,Pune,Home Essentials,Bedsheet,3969.76,3060.62,5,15.0,0,Net Banking,1,16871.480000000003,15303.099999999999,1568.3800000000047,0.0
ORD103379,2024-10-22,Bangalore,Electronics,Mobile Phone,2136.29,1800.39,5,0.0,0,Net Banking,5,10681.45,9001.95,1679.5,0.0
ORD103380,2024-10-22,Hyderabad,Grocery,Rice 5kg,2685.45,2176.16,3,15.0,0,Card,5,6847.897499999999,6528.48,319.41749999999956,0.0
ORD103381,2024-10-22,Pune,FMCG,Toothpaste,3388.53,2456.23,2,5.0,0,Cash,10,6438.207,4912.46,1525.7470000000003,0.0
ORD103382,2024-10-22,Kolkata,Electronics,Headphones,898.87,661.65,3,10.0,0,Net Banking,1,2426.949,1984.9499999999998,441.99900000000025,0.0
ORD103383,2024-10-22,Mumbai,Grocery,Rice 5kg,1271.84,958.64,3,20.0,0,Card,3,3052.4159999999997,2875.92,176.49599999999964,0.0
ORD103384,2024-10-22,Hyderabad,FMCG,Soap,2492.13,1510.25,5,20.0,0,UPI,2,9968.520000000002,7551.25,2417.2700000000023,0.0
ORD103385,2024-10-22,Delhi,Electronics,Mobile Phone,4311.33,2850.8,5,0.0,0,Cash,9,21556.65,14254.0,7302.6500000000015,0.0
ORD103386,2024-10-22,Hyderabad,Electronics,Laptop,804.53,527.74,3,15.0,0,UPI,6,2051.5515,1583.22,468.3315,0.0
ORD103387,2024-10-22,Pune,Electronics,Mobile Phone,2750.11,1661.69,1,10.0,0,Cash,8,2475.099,1661.69,813.4090000000001,0.0
ORD103388,2024-10-22,Bangalore,Fashion,Jeans,2078.13,1257.88,4,15.0,0,Net Banking,2,7065.642,5031.52,2034.1219999999994,0.0
ORD103389,2024-10-22,Bangalore,Grocery,Atta 5kg,3079.95,2356.2,3,15.0,0,Card,6,7853.872499999999,7068.599999999999,785.2724999999991,0.0
ORD103390,2024-10-22,Hyderabad,FMCG,Toothpaste,1781.97,1323.13,3,0.0,0,Card,4,5345.91,3969.3900000000003,1376.5199999999995,0.0
ORD103391,2024-10-23,Hyderabad,Fashion,Shoes,3579.36,2221.87,1,10.0,0,Card,2,3221.424,2221.87,999.5540000000001,0.0
ORD103392,2024-10-23,Pune,Fashion,Shoes,1790.37,1146.04,3,5.0,0,Card,3,5102.554499999999,3438.12,1664.4344999999994,0.0
ORD103393,2024-10-23,Kolkata,Electronics,Laptop,4481.68,3555.81,5,5.0,0,UPI,7,21287.98,17779.05,3508.9300000000003,0.0
ORD103394,2024-10-23,Chennai,FMCG,Soap,4380.96,3296.96,2,0.0,0,Card,8,8761.92,6593.92,2168.0,0.0
ORD103395,2024-10-23,Bangalore,FMCG,Shampoo,829.8,664.63,1,5.0,0,Net Banking,10,788.31,664.63,123.67999999999995,0.0
ORD103396,2024-10-23,Unknown,Grocery,Rice 5kg,226.03,176.91,5,5.0,0,UPI,4,1073.6425,884.55,189.09249999999997,0.0
ORD103397,2024-10-23,Kolkata,FMCG,Toothpaste,4305.39,2768.69,1,5.0,0,Card,5,4090.1205,2768.69,1321.4305,0.0
ORD103398,2024-10-23,Mumbai,Fashion,Shoes,1081.35,857.75,2,10.0,0,UPI,10,1946.4299999999998,1715.5,230.92999999999984,0.0
ORD103399,2024-10-23,Bangalore,Electronics,Mobile Phone,4006.36,2492.5,5,0.0,0,Cash,6,20031.8,12462.5,7569.299999999999,0.0
ORD103400,2024-10-23,Hyderabad,Home Essentials,Pressure Cooker,2956.67,1819.19,1,10.0,0,Net Banking,10,2661.003,1819.19,841.8130000000001,0.0
ORD103401,2024-10-23,Bangalore,Electronics,Mobile Phone,4022.34,3072.47,2,10.0,0,UPI,2,7240.212,6144.94,1095.2720000000008,0.0
ORD103402,2024-10-23,Pune,Home Essentials,Mixer Grinder,4778.58,3801.04,2,10.0,0,Cash,5,8601.444,7602.08,999.3639999999996,0.0
ORD103403,2024-10-23,Kolkata,Home Essentials,Bedsheet,1897.76,1171.23,2,20.0,0,Net Banking,3,3036.416,2342.46,693.9560000000001,0.0
ORD103404,2024-10-23,Hyderabad,Grocery,Oil 1L,2138.45,1382.32,2,10.0,0,UPI,2,3849.2099999999996,2764.64,1084.5699999999997,0.0
ORD103405,2024-10-23,Delhi,Electronics,Mobile Phone,3134.3,2572.36,2,20.0,0,Cash,1,5014.880000000001,5144.72,-129.83999999999924,0.0
ORD103406,2024-10-23,Mumbai,FMCG,Toothpaste,4310.56,3190.34,2,20.0,0,UPI,9,6896.896000000001,6380.68,516.2160000000003,0.0
ORD103407,2024-10-23,Pune,Home Essentials,Bedsheet,444.15,308.67,4,10.0,0,Cash,4,1598.94,1234.68,364.26,0.0
ORD103408,2024-10-23,Mumbai,Home Essentials,Mixer Grinder,3412.89,2789.06,1,20.0,0,Cash,4,2730.312,2789.06,-58.74800000000005,0.0
ORD103409,2024-10-23,Bangalore,Grocery,Oil 1L,3662.59,2835.02,1,15.0,1,Cash,7,3113.2015,2835.02,278.18150000000014,3113.2015
ORD103410,2024-10-23,Kolkata,Grocery,Atta 5kg,363.79,245.59,1,15.0,0,Cash,9,309.2215,245.59,63.63149999999999,0.0
ORD103411,2024-10-23,Pune,Electronics,Headphones,664.24,482.6,4,10.0,0,UPI,2,2391.264,1930.4,460.86400000000003,0.0
ORD103412,2024-10-23,Delhi,Fashion,T-shirt,212.34,174.51,2,10.0,1,Card,10,382.212,349.02,33.19200000000001,382.212
ORD103413,2024-10-23,Bangalore,Grocery,Rice 5kg,4794.93,2968.8,5,15.0,0,Card,1,20378.4525,14844.0,5534.452499999999,0.0
ORD103414,2024-10-23,Kolkata,Grocery,Atta 5kg,1799.09,1395.8,3,15.0,0,UPI,7,4587.679499999999,4187.4,400.27949999999964,0.0
ORD103415,2024-10-23,Kolkata,Fashion,T-shirt,2032.43,1643.85,4,20.0,0,UPI,1,6503.776000000001,6575.4,-71.62399999999889,0.0
ORD103416,2024-10-23,Bangalore,Grocery,Rice 5kg,4775.12,3771.98,5,20.0,0,Cash,1,19100.48,18859.9,240.5799999999981,0.0
ORD103417,2024-10-23,Hyderabad,Grocery,Atta 5kg,211.28,145.01,5,10.0,0,Net Banking,7,950.7600000000001,725.05,225.71000000000015,0.0
ORD103418,2024-10-23,Unknown,Home Essentials,Mixer Grinder,4320.35,2740.1,2,5.0,0,UPI,1,8208.665,5480.2,2728.465000000001,0.0
ORD103419,2024-10-23,Hyderabad,Electronics,Headphones,3437.82,2512.11,1,0.0,0,UPI,5,3437.82,2512.11,925.71,0.0
ORD103420,2024-10-23,Chennai,Electronics,Headphones,2162.2,1432.27,2,10.0,0,UPI,7,3891.9599999999996,2864.54,1027.4199999999996,0.0
ORD103421,2024-10-23,Bangalore,Home Essentials,Pressure Cooker,1536.45,1260.54,5,20.0,0,Cash,4,6145.8,6302.7,-156.89999999999964,0.0
ORD103422,2024-10-23,Unknown,FMCG,Toothpaste,3687.82,2987.81,4,5.0,0,Card,9,14013.716,11951.24,2062.4760000000006,0.0
ORD103423,2024-10-23,Kolkata,Fashion,Shoes,1931.79,1615.73,3,10.0,0,UPI,4,5215.833,4847.1900000000005,368.6429999999991,0.0
ORD103424,2024-10-23,Pune,Electronics,Headphones,4778.6,3801.05,2,10.0,0,Cash,4,8601.480000000001,7602.1,999.380000000001,0.0
ORD103425,2024-10-23,Hyderabad,Grocery,Oil 1L,2847.89,1855.54,4,5.0,0,Cash,3,10821.981999999998,7422.16,3399.8219999999983,0.0
ORD103426,2024-10-23,Delhi,Home Essentials,Mixer Grinder,259.45,200.74,4,10.0,0,Card,7,934.02,802.96,131.05999999999995,0.0
ORD103427,2024-10-23,Hyderabad,FMCG,Toothpaste,2210.57,1591.39,3,0.0,0,Net Banking,2,6631.710000000001,4774.17,1857.5400000000009,0.0
ORD103428,2024-10-23,Delhi,Electronics,Laptop,1217.13,869.45,3,5.0,0,Net Banking,7,3468.8205000000003,2608.3500000000004,860.4704999999999,0.0
ORD103429,2024-10-23,Mumbai,Electronics,Laptop,1855.92,1253.63,5,0.0,0,Card,5,9279.6,6268.150000000001,3011.45,0.0
ORD103430,2024-10-23,Kolkata,Electronics,Laptop,2253.12,1658.32,3,5.0,0,UPI,2,6421.392,4974.96,1446.4319999999998,0.0
ORD103431,2024-10-24,Pune,Grocery,Rice 5kg,599.69,417.79,1,5.0,0,UPI,2,569.7055,417.79,151.9155,0.0
ORD103432,2024-10-24,Pune,Home Essentials,Mixer Grinder,2058.38,1620.12,3,10.0,0,Card,7,5557.626,4860.36,697.2660000000005,0.0
ORD103433,2024-10-24,Bangalore,FMCG,Soap,3733.44,2707.47,2,15.0,0,Card,4,6346.848,5414.94,931.9080000000004,0.0
ORD103434,2024-10-24,Hyderabad,Grocery,Rice 5kg,4944.33,3964.06,2,10.0,0,Card,6,8899.794,7928.12,971.674,0.0
ORD103435,2024-10-24,Bangalore,FMCG,Toothpaste,1835.44,1289.52,4,0.0,0,UPI,2,7341.76,5158.08,2183.6800000000003,0.0
ORD103436,2024-10-24,Mumbai,Home Essentials,Pressure Cooker,3253.29,2063.94,4,5.0,1,Net Banking,10,12362.501999999999,8255.76,4106.741999999998,12362.501999999999
ORD103437,2024-10-24,Hyderabad,FMCG,Toothpaste,715.97,447.3,4,5.0,0,Cash,9,2720.686,1789.2,931.4860000000001,0.0
ORD103438,2024-10-24,Bangalore,Electronics,Headphones,1691.74,1302.29,4,0.0,1,Cash,5,6766.96,5209.16,1557.8000000000002,6766.96
ORD103439,2024-10-24,Mumbai,Home Essentials,Bedsheet,516.67,398.22,3,0.0,0,UPI,4,1550.0099999999998,1194.66,355.3499999999997,0.0
ORD103440,2024-10-24,Hyderabad,FMCG,Soap,1278.69,1028.15,3,20.0,0,Net Banking,8,3068.856,3084.4500000000003,-15.594000000000051,0.0
ORD103441,2024-10-24,Mumbai,Electronics,Headphones,2157.86,1731.94,5,10.0,0,Card,2,9710.37,8659.7,1050.67,0.0
ORD103442,2024-10-24,Bangalore,Fashion,Shoes,4777.81,3171.37,5,15.0,0,Card,5,20305.6925,15856.849999999999,4448.8425000000025,0.0
ORD103443,2024-10-24,Delhi,Electronics,Headphones,3782.71,2719.75,3,15.0,0,Card,3,9645.9105,8159.25,1486.6605,0.0
ORD103444,2024-10-24,Pune,Electronics,Mobile Phone,650.01,547.12,1,15.0,0,Card,8,552.5085,547.12,5.388500000000022,0.0
ORD103445,2024-10-24,Pune,FMCG,Toothpaste,3781.18,2821.78,2,10.0,0,Net Banking,4,6806.124,5643.56,1162.5639999999994,0.0
ORD103446,2024-10-24,Pune,Fashion,T-shirt,2170.56,1795.84,5,20.0,0,UPI,1,8682.24,8979.199999999999,-296.9599999999991,0.0
ORD103447,2024-10-24,Mumbai,Electronics,Laptop,162.52,120.11,1,5.0,0,Card,6,154.394,120.11,34.284000000000006,0.0
ORD103448,2024-10-24,Hyderabad,Grocery,Rice 5kg,3714.57,2451.07,3,20.0,0,Card,2,8914.968,7353.210000000001,1561.7579999999998,0.0
ORD103449,2024-10-24,Chennai,FMCG,Soap,3165.02,2604.04,2,10.0,0,Cash,9,5697.036,5208.08,488.95600000000013,0.0
ORD103450,2024-10-24,Delhi,Fashion,Jeans,928.01,680.9,4,10.0,0,Net Banking,10,3340.8360000000002,2723.6,617.2360000000003,0.0
ORD103451,2024-10-24,Pune,Electronics,Headphones,1119.78,928.94,4,10.0,0,Net Banking,8,4031.208,3715.76,315.44799999999987,0.0
ORD103452,2024-10-24,Mumbai,Electronics,Laptop,2636.5,1667.52,1,20.0,0,Net Banking,1,2109.2000000000003,1667.52,441.6800000000003,0.0
ORD103453,2024-10-24,Chennai,Home Essentials,Bedsheet,1460.22,1216.49,1,15.0,0,UPI,2,1241.187,1216.49,24.69699999999989,0.0
ORD103454,2024-10-24,Hyderabad,Electronics,Mobile Phone,1573.41,1101.91,3,15.0,0,UPI,2,4012.1955000000003,3305.7300000000005,706.4654999999998,0.0
ORD103455,2024-10-24,Pune,Home Essentials,Mixer Grinder,395.72,294.47,3,10.0,0,Card,8,1068.4440000000002,883.4100000000001,185.0340000000001,0.0
ORD103456,2024-10-24,Delhi,Home Essentials,Bedsheet,4304.1,3406.04,2,5.0,0,Net Banking,5,8177.79,6812.08,1365.71,0.0
ORD103457,2024-10-24,Pune,Grocery,Atta 5kg,123.19,88.35,5,0.0,0,Card,4,615.95,441.75,174.20000000000005,0.0
ORD103458,2024-10-24,Delhi,FMCG,Soap,868.44,684.11,5,0.0,0,Cash,3,4342.200000000001,3420.55,921.6500000000005,0.0
ORD103459,2024-10-24,Hyderabad,Grocery,Oil 1L,4860.79,2989.88,4,15.0,0,UPI,3,16526.685999999998,11959.52,4567.165999999997,0.0
ORD103460,2024-10-24,Pune,Grocery,Atta 5kg,4561.77,3699.13,5,5.0,0,Card,8,21668.4075,18495.65,3172.7574999999997,0.0
ORD103461,2024-10-24,Mumbai,Grocery,Atta 5kg,2072.3,1670.93,5,5.0,1,UPI,1,9843.425,8354.65,1488.7749999999996,9843.425
ORD103462,2024-10-24,Delhi,Grocery,Rice 5kg,4176.64,3288.33,1,15.0,0,Cash,8,3550.1440000000002,3288.33,261.8140000000003,0.0
ORD103463,2024-10-24,Pune,Electronics,Headphones,3194.42,2517.05,4,15.0,0,Cash,3,10861.028,10068.2,792.8279999999995,0.0
ORD103464,2024-10-25,Hyderabad,Electronics,Headphones,4823.12,3967.16,2,10.0,0,Cash,7,8681.616,7934.32,747.2960000000003,0.0
ORD103465,2024-10-25,Hyderabad,FMCG,Toothpaste,2257.26,1585.37,2,20.0,0,UPI,8,3611.6160000000004,3170.74,440.87600000000066,0.0
ORD103466,2024-10-25,Kolkata,FMCG,Toothpaste,4331.06,3477.92,4,10.0,0,Net Banking,8,15591.816000000003,13911.68,1680.1360000000022,0.0
ORD103467,2024-10-25,Hyderabad,FMCG,Toothpaste,1453.27,1152.96,5,5.0,0,Net Banking,10,6903.0325,5764.8,1138.2325,0.0
ORD103468,2024-10-25,Bangalore,Grocery,Atta 5kg,2929.23,1760.1,1,5.0,0,Cash,3,2782.7684999999997,1760.1,1022.6684999999998,0.0
ORD103469,2024-10-25,Mumbai,Fashion,Jeans,4877.35,3410.73,2,0.0,0,Net Banking,5,9754.7,6821.46,2933.2400000000007,0.0
ORD103470,2024-10-25,Unknown,Fashion,Jeans,4766.99,3125.57,1,20.0,0,UPI,8,3813.592,3125.57,688.0219999999999,0.0
ORD103471,2024-10-25,Kolkata,FMCG,Soap,3688.96,2422.82,1,15.0,0,Cash,3,3135.616,2422.82,712.7959999999998,0.0
ORD103472,2024-10-25,Bangalore,Grocery,Atta 5kg,3748.7,2594.19,2,10.0,0,Cash,8,6747.66,5188.38,1559.2799999999997,0.0
ORD103473,2024-10-25,Kolkata,Home Essentials,Bedsheet,4918.88,3027.38,3,5.0,0,Net Banking,10,14018.807999999999,9082.14,4936.668,0.0
ORD103474,2024-10-25,Delhi,Fashion,T-shirt,2513.58,1653.02,3,5.0,0,Card,7,7163.7029999999995,4959.0599999999995,2204.643,0.0
ORD103475,2024-10-25,Delhi,Home Essentials,Mixer Grinder,2380.23,1960.84,2,15.0,0,Cash,6,4046.391,3921.68,124.71100000000024,0.0
ORD103476,2024-10-25,Kolkata,Home Essentials,Mixer Grinder,599.83,394.85,2,15.0,0,UPI,1,1019.711,789.7,230.01099999999997,0.0
ORD103477,2024-10-25,Pune,Home Essentials,Pressure Cooker,798.62,520.62,1,5.0,0,UPI,5,758.689,520.62,238.06899999999996,0.0
