order_id,order_date,customer_city,product_category,product_name,unit_price,cost_price,quantity,discount_percent,is_returned,payment_mode,delivery_time_days
ORD102707,2024-09-29,Pune,Grocery,Oil 1L,3224.4,2490.42,3,5.0,0,Net Banking,1
ORD102708,2024-09-29,Hyderabad,Electronics,Headphones,337.51,230.48,4,5.0,0,Card,6
ORD102709,2024-09-29,Hyderabad,Electronics,Mobile Phone,2055.46,1307.22,4,0.0,0,,9
ORD102710,2024-09-29,Mumbai,FMCG,Toothpaste,4504.7,2768.8,3,5.0,0,Card,4
ORD102711,2024-09-29,Hyderabad,Grocery,Oil 1L,3107.52,2361.83,4,10.0,0,Net Banking,8
ORD102712,2024-09-29,Kolkata,Fashion,Jeans,4033.27,3238.3,5,10.0,0,Cash,3
ORD102713,2024-09-29,Bangalore,Fashion,T-shirt,1577.26,948.24,1,10.0,0,,5
ORD102714,2024-09-29,Mumbai,FMCG,Shampoo,1308.34,1070.58,5,0.0,0,Card,6
ORD102715,2024-09-29,Hyderabad,FMCG,Toothpaste,4648.02,3235.22,4,20.0,0,UPI,3
ORD102716,2024-09-29,Bangalore,Fashion,Jeans,2315.67,1527.86,2,5.0,0,Card,10
ORD102717,2024-09-29,Bangalore,FMCG,Soap,4661.5,3785.51,3,20.0,0,Cash,9
ORD102718,2024-09-29,Hyderabad,Fashion,T-shirt,1469.72,1216.8,2,20.0,0,Cash,10
ORD102719,2024-09-29,Pune,Electronics,Laptop,873.87,630.36,2,20.0,0,Cash,1
ORD102720,2024-09-29,Bangalore,Electronics,Laptop,2373.65,1974.65,2,0.0,0,Cash,10
ORD102721,2024-09-29,Delhi,Grocery,Atta 5kg,3060.21,2199.4,1,15.0,0,Cash,6
ORD102722,2024-09-29,Kolkata,Electronics,Mobile Phone,693.44,456.05,2,20.0,0,Card,1
ORD102723,2024-09-30,Delhi,Electronics,Laptop,566.58,422.82,1,20.0,0,Cash,4
ORD102724,2024-09-30,Bangalore,Home Essentials,Mixer Grinder,2498.1,1803.14,5,0.0,0,UPI,3
ORD102725,2024-09-30,Chennai,Home Essentials,Bedsheet,1773.8,1108.38,2,5.0,0,Net Banking,5
ORD102726,2024-09-30,Chennai,Grocery,Rice 5kg,2619.2,1812.79,5,10.0,0,Net Banking,10
ORD102727,2024-09-30,Pune,Fashion,T-shirt,102.31,81.69,3,5.0,0,Cash,2
ORD102728,2024-09-30,Hyderabad,Grocery,Atta 5kg,4588.64,3366.31,1,10.0,0,Card,8
ORD102729,2024-09-30,Chennai,FMCG,Soap,2275.3,1810.21,1,20.0,0,Card,4
ORD102730,2024-09-30,Chennai,Home Essentials,Bedsheet,4570.95,3793.88,4,15.0,0,Net Banking,7
ORD102731,2024-09-30,Bangalore,Electronics,Laptop,966.3,693.55,4,0.0,0,Cash,9
ORD102732,2024-09-30,Mumbai,FMCG,Shampoo,2782.46,1952.44,1,20.0,0,Cash,4
ORD102733,2024-09-30,Mumbai,Electronics,Laptop,2444.46,1801.01,4,0.0,0,Net Banking,7
ORD102734,2024-09-30,Delhi,FMCG,Soap,763.87,496.21,4,0.0,0,Cash,2
ORD102735,2024-09-30,Kolkata,Fashion,Jeans,4111.8,2998.34,3,20.0,0,Cash,8
ORD102736,2024-09-30,Mumbai,Electronics,Laptop,4244.44,3189.99,2,0.0,0,Cash,8
ORD102737,2024-09-30,Kolkata,FMCG,Soap,2892.01,2124.09,2,5.0,0,UPI,4
ORD102738,2024-09-30,Delhi,FMCG,Shampoo,1788.44,1367.58,5,15.0,0,Cash,3
ORD102739,2024-09-30,Hyderabad,Home Essentials,Bedsheet,1363.49,985.42,5,5.0,0,Net Banking,7
ORD102740,2024-09-30,Bangalore,Home Essentials,Mixer Grinder,4423.68,3031.14,2,20.0,0,UPI,2
ORD102741,2024-09-30,Kolkata,FMCG,Toothpaste,4366.91,3509.39,3,5.0,0,Net Banking,5
ORD102742,2024-09-30,Delhi,Grocery,Atta 5kg,4342.41,3557.33,3,0.0,0,Net Banking,3
ORD102743,2024-09-30,Bangalore,FMCG,Shampoo,1180.98,947.09,2,15.0,1,Card,7
ORD102744,2024-09-30,Bangalore,Grocery,Oil 1L,2399.38,1686.0,5,15.0,0,Net Banking,3
ORD102745,2024-09-30,Delhi,FMCG,Toothpaste,1511.1,1045.53,1,0.0,0,Cash,6
ORD102746,2024-09-30,Mumbai,Grocery,Oil 1L,735.11,545.36,3,15.0,0,Card,2
ORD102747,2024-09-30,Delhi,Electronics,Laptop,3852.99,3034.9,4,15.0,0,Cash,6
ORD102748,2024-10-01,Pune,Grocery,Oil 1L,3910.37,2597.85,3,5.0,0,UPI,5
ORD102749,2024-10-01,Hyderabad,FMCG,Soap,1011.63,806.12,3,15.0,0,UPI,5
ORD102750,2024-10-01,Bangalore,Grocery,Oil 1L,2879.46,2345.3,2,10.0,0,Card,1
ORD102751,2024-10-01,,Electronics,Mobile Phone,1227.87,924.27,2,0.0,0,Cash,4
ORD102752,2024-10-01,Delhi,Grocery,Oil 1L,3682.57,2353.22,1,20.0,0,Card,6
ORD102753,2024-10-01,Mumbai,Grocery,Atta 5kg,2060.99,1612.64,1,15.0,0,Cash,3
ORD102754,2024-10-01,Kolkata,Home Essentials,Pressure Cooker,1082.26,679.88,2,,0,UPI,9
ORD102755,2024-10-01,Bangalore,Home Essentials,Pressure Cooker,719.85,578.96,5,5.0,0,Cash,7
ORD102756,2024-10-01,Kolkata,Grocery,Oil 1L,2923.66,1770.96,5,5.0,0,Net Banking,8
ORD102757,2024-10-01,Chennai,Electronics,Headphones,1113.54,670.55,3,10.0,0,Card,7
ORD102758,2024-10-01,Pune,Fashion,T-shirt,2855.23,1977.58,4,10.0,0,UPI,2
ORD102759,2024-10-01,Kolkata,Fashion,T-shirt,1381.6,956.62,1,20.0,0,Card,1
ORD102760,2024-10-01,Kolkata,Electronics,Mobile Phone,630.58,430.65,4,0.0,0,UPI,9
ORD102761,2024-10-01,Mumbai,Fashion,Shoes,3695.37,2750.35,1,10.0,0,UPI,1
ORD102762,2024-10-01,Bangalore,Electronics,Laptop,1285.75,883.49,4,20.0,0,Cash,6
ORD102763,2024-10-01,Delhi,Home Essentials,Bedsheet,3307.2,2211.23,2,15.0,0,Card,6
ORD102764,2024-10-01,Pune,Electronics,Mobile Phone,306.11,232.58,1,15.0,0,Card,7
ORD102765,2024-10-01,Bangalore,Grocery,Rice 5kg,2486.59,1999.0,5,10.0,0,UPI,3
ORD102766,2024-10-01,Hyderabad,Electronics,Laptop,4497.54,3291.2,5,5.0,0,UPI,7
ORD102767,2024-10-01,Mumbai,Electronics,Laptop,2628.19,1832.68,5,15.0,0,,7
ORD102768,2024-10-02,Bangalore,Home Essentials,Bedsheet,3592.75,2337.05,2,5.0,0,Net Banking,1
ORD102769,2024-10-02,Chennai,FMCG,Soap,1730.91,1462.2,2,10.0,0,Card,9
ORD102770,2024-10-02,Mumbai,Home Essentials,Pressure Cooker,2167.71,1538.93,2,20.0,0,Card,4
ORD102771,2024-10-02,Delhi,Home Essentials,Bedsheet,3007.01,2376.35,2,10.0,0,Net Banking,3
ORD102772,2024-10-02,Mumbai,Grocery,Oil 1L,2461.69,1821.38,1,10.0,0,Card,7
ORD102773,2024-10-02,Hyderabad,Home Essentials,Pressure Cooker,3063.29,1997.28,2,0.0,0,Card,4
ORD102774,2024-10-02,Delhi,Grocery,Rice 5kg,2447.05,1703.3,5,20.0,0,Cash,5
ORD102775,2024-10-02,Bangalore,Electronics,Headphones,1917.78,1504.81,1,5.0,0,Card,5
ORD102776,2024-10-02,Hyderabad,Electronics,Mobile Phone,121.65,89.55,2,0.0,0,Net Banking,3
ORD102777,2024-10-02,Chennai,Electronics,Headphones,2337.73,1886.93,5,5.0,1,Net Banking,8
ORD102778,2024-10-02,Hyderabad,Electronics,Mobile Phone,4406.22,3195.9,2,10.0,0,Net Banking,9
ORD102779,2024-10-02,Hyderabad,Fashion,T-shirt,3923.14,2414.18,4,0.0,0,UPI,3
ORD102780,2024-10-02,Chennai,FMCG,Soap,1047.96,805.65,4,5.0,0,UPI,6
ORD102781,2024-10-02,Chennai,Grocery,Oil 1L,3344.85,2830.96,1,20.0,0,Net Banking,2
ORD102782,2024-10-02,Chennai,Home Essentials,Bedsheet,3191.39,2001.27,3,20.0,0,Net Banking,7
ORD102783,2024-10-02,Kolkata,Grocery,Atta 5kg,1550.38,1165.6,4,20.0,0,Cash,5
ORD102784,2024-10-02,Kolkata,FMCG,Soap,185.58,144.45,2,5.0,0,Card,3
ORD102785,2024-10-02,Chennai,Grocery,Oil 1L,3591.97,2331.44,4,20.0,0,Cash,3
ORD102786,2024-10-02,Kolkata,Electronics,Headphones,472.1,313.75,5,0.0,0,Card,5
ORD102787,2024-10-02,Hyderabad,Fashion,Jeans,345.34,217.05,4,20.0,0,Card,1
ORD102788,2024-10-02,Chennai,Electronics,Mobile Phone,439.29,341.42,2,15.0,0,UPI,3
ORD102789,2024-10-02,Hyderabad,FMCG,Toothpaste,2901.92,1892.73,3,15.0,0,Net Banking,9
ORD102790,2024-10-02,Kolkata,Fashion,T-shirt,1661.36,1207.64,2,10.0,0,UPI,10
ORD102791,2024-10-02,,Electronics,Laptop,2895.23,2078.77,1,10.0,0,Net Banking,7
ORD102792,2024-10-02,Kolkata,FMCG,Toothpaste,4175.6,3353.33,1,5.0,0,Net Banking,3
ORD102793,2024-10-02,Kolkata,Grocery,Atta 5kg,1887.85,1500.22,2,10.0,0,Card,5
ORD102794,2024-10-02,Kolkata,Home Essentials,Mixer Grinder,4943.66,3581.76,2,10.0,0,UPI,3
ORD102795,2024-10-02,Mumbai,Home Essentials,Pressure Cooker,3353.95,2084.78,4,0.0,0,UPI,9
ORD102796,2024-10-02,Kolkata,FMCG,Shampoo,1121.51,713.07,1,15.0,1,Cash,1
ORD102797,2024-10-02,Chennai,Fashion,T-shirt,1669.31,1177.2,2,15.0,0,Cash,1
ORD102798,2024-10-02,Mumbai,Electronics,Mobile Phone,3639.67,2720.05,5,20.0,0,UPI,9
ORD102799,2024-10-02,Hyderabad,Home Essentials,Mixer Grinder,3662.88,2939.04,3,20.0,1,Cash,9
ORD102800,2024-10-02,Chennai,Fashion,Jeans,3525.2,2360.72,3,20.0,0,Cash,10
ORD102801,2024-10-02,Chennai,Electronics,Headphones,3724.02,2280.37,3,5.0,0,Net Banking,7
ORD102802,2024-10-03,Delhi,Grocery,Atta 5kg,934.93,775.1,1,20.0,0,UPI,3
ORD102803,2024-10-03,Delhi,Grocery,Oil 1L,427.22,347.44,5,10.0,0,Card,8
ORD102804,2024-10-03,Kolkata,Electronics,Laptop,4565.67,2990.84,1,0.0,1,Cash,4
ORD102805,2024-10-03,Mumbai,Home Essentials,Pressure Cooker,2536.25,1650.34,4,20.0,0,Cash,2
ORD102806,2024-10-03,Pune,Home Essentials,Mixer Grinder,3760.28,2387.71,4,20.0,0,Net Banking,6
ORD102807,2024-10-03,Chennai,Electronics,Headphones,608.84,488.94,4,15.0,0,UPI,9
ORD102808,2024-10-03,Hyderabad,Grocery,Atta 5kg,4361.69,2753.61,5,20.0,0,Cash,7
ORD102809,2024-10-03,Delhi,Grocery,Oil 1L,2677.23,2051.29,3,0.0,0,Net Banking,3
ORD102810,2024-10-03,Hyderabad,Grocery,Rice 5kg,3001.41,1938.97,4,15.0,0,UPI,10
ORD102811,2024-10-03,Chennai,Fashion,Jeans,3253.55,2021.78,4,10.0,0,UPI,8
ORD102812,2024-10-03,Bangalore,Home Essentials,Bedsheet,1285.0,873.15,5,0.0,0,Card,10
ORD102813,2024-10-03,Hyderabad,Grocery,Atta 5kg,846.24,576.02,5,15.0,0,UPI,9
ORD102814,2024-10-03,Kolkata,Fashion,Shoes,1909.85,1500.21,1,10.0,0,UPI,5
ORD102815,2024-10-03,Mumbai,Grocery,Rice 5kg,4470.51,3554.85,3,15.0,0,Cash,10
ORD102816,2024-10-03,Mumbai,Fashion,Shoes,4790.6,3907.9,4,10.0,0,Net Banking,2
ORD102817,2024-10-03,Chennai,Electronics,Laptop,2675.35,1631.55,3,0.0,0,Cash,5
ORD102818,2024-10-03,Bangalore,Home Essentials,Bedsheet,3229.12,2359.56,4,20.0,0,Net Banking,6
ORD102819,2024-10-03,Chennai,Grocery,Rice 5kg,3169.65,2410.96,2,,0,UPI,2
ORD102820,2024-10-03,Chennai,Fashion,Jeans,3204.74,1973.97,5,15.0,0,UPI,8
ORD102821,2024-10-03,Bangalore,Fashion,Shoes,3795.75,2299.24,5,10.0,0,Cash,3
ORD102822,2024-10-03,Delhi,Fashion,Jeans,3063.17,2466.49,5,0.0,0,UPI,1
ORD102823,2024-10-03,Kolkata,Grocery,Oil 1L,1058.27,883.77,3,5.0,0,Net Banking,3
ORD102824,2024-10-04,Chennai,Home Essentials,Pressure Cooker,1881.05,1349.45,3,0.0,0,Card,8
ORD102825,2024-10-04,Kolkata,Electronics,Headphones,3836.94,2594.8,5,10.0,0,Net Banking,5
ORD102826,2024-10-04,Mumbai,Grocery,Oil 1L,4525.77,3608.15,3,10.0,0,Card,4
ORD102827,2024-10-04,Bangalore,FMCG,Toothpaste,421.36,292.93,4,20.0,1,Net Banking,6
ORD102828,2024-10-04,Kolkata,Home Essentials,Mixer Grinder,3364.66,2752.78,5,5.0,0,Cash,6
ORD102829,2024-10-04,Chennai,Home Essentials,Pressure Cooker,3186.91,2593.09,4,5.0,0,Net Banking,5
ORD102830,2024-10-04,Pune,FMCG,Soap,855.86,697.67,4,15.0,0,Net Banking,1
ORD102831,2024-10-04,Pune,Home Essentials,Pressure Cooker,1294.15,1026.63,4,20.0,0,Card,5
ORD102832,2024-10-04,Delhi,Grocery,Oil 1L,3483.49,2844.72,1,10.0,0,Card,6
ORD102833,2024-10-04,Kolkata,Electronics,Laptop,4973.18,3023.55,2,20.0,0,Net Banking,3
ORD102834,2024-10-04,Chennai,Electronics,Mobile Phone,2343.64,1570.45,5,5.0,0,Net Banking,8
ORD102835,2024-10-04,Delhi,Grocery,Rice 5kg,4238.23,3168.38,3,10.0,0,UPI,4
ORD102836,2024-10-04,Pune,Electronics,Mobile Phone,2166.38,1481.31,3,0.0,0,Cash,1
ORD102837,2024-10-04,Bangalore,FMCG,Soap,3323.87,2791.57,1,10.0,0,Cash,2
ORD102838,2024-10-04,Delhi,Grocery,Oil 1L,1397.63,1077.5,2,5.0,0,Card,4
ORD102839,2024-10-04,Mumbai,Electronics,Mobile Phone,796.96,609.04,5,0.0,0,Cash,7
ORD102840,2024-10-04,Bangalore,Fashion,Jeans,4103.86,2615.17,4,15.0,0,Card,2
ORD102841,2024-10-04,Chennai,Electronics,Headphones,1881.04,1233.7,2,20.0,0,Card,6
ORD102842,2024-10-04,Bangalore,FMCG,Soap,1371.77,1082.53,1,20.0,0,UPI,10
ORD102843,2024-10-04,Delhi,FMCG,Soap,484.12,371.02,3,10.0,0,Card,4
ORD102844,2024-10-04,Chennai,Grocery,Oil 1L,253.13,200.28,2,15.0,0,UPI,7
ORD102845,2024-10-04,Hyderabad,Fashion,T-shirt,2267.08,1578.61,2,0.0,0,Net Banking,6
ORD102846,2024-10-04,Hyderabad,Fashion,Jeans,1360.91,851.08,4,0.0,0,UPI,9
ORD102847,2024-10-04,Kolkata,Grocery,Atta 5kg,882.94,659.81,1,15.0,0,UPI,10
ORD102848,2024-10-04,Kolkata,Grocery,Rice 5kg,198.87,161.29,5,20.0,0,UPI,7
ORD102849,2024-10-04,Chennai,Grocery,Rice 5kg,1622.75,986.83,3,20.0,0,Cash,3
ORD102850,2024-10-04,Chennai,Grocery,Atta 5kg,1215.06,973.21,2,5.0,0,Cash,9
ORD102851,2024-10-04,Pune,Home Essentials,Mixer Grinder,1612.02,1105.91,1,10.0,0,UPI,3
ORD102852,2024-10-05,Pune,Fashion,Jeans,1559.12,953.48,2,20.0,0,Cash,2
ORD102853,2024-10-05,Delhi,FMCG,Soap,2409.77,1908.0,4,15.0,0,UPI,2
ORD102854,2024-10-05,Chennai,FMCG,Shampoo,2993.3,2356.09,3,5.0,0,Cash,5
ORD102855,2024-10-05,Delhi,Grocery,Oil 1L,1925.31,1595.77,1,0.0,0,Cash,10
ORD102856,2024-10-05,Hyderabad,Grocery,Rice 5kg,3423.2,2145.66,1,15.0,0,UPI,8
ORD102857,2024-10-05,Pune,Fashion,Jeans,4525.92,3801.71,1,15.0,0,,9
ORD102858,2024-10-05,Mumbai,Grocery,Rice 5kg,3458.01,2146.89,1,20.0,0,Cash,3
ORD102859,2024-10-05,Mumbai,Home Essentials,Bedsheet,1306.31,969.02,1,10.0,0,Net Banking,7
ORD102860,2024-10-05,Kolkata,Grocery,Rice 5kg,3887.09,2681.11,5,20.0,0,Net Banking,1
ORD102861,2024-10-05,Hyderabad,FMCG,Shampoo,4267.17,3350.25,1,10.0,0,UPI,5
ORD102862,2024-10-05,Bangalore,FMCG,Soap,150.73,127.68,1,5.0,0,Net Banking,9
ORD102863,2024-10-05,Delhi,Home Essentials,Pressure Cooker,2819.26,1715.67,2,10.0,0,UPI,3
ORD102864,2024-10-05,Pune,FMCG,Toothpaste,2058.85,1627.13,1,5.0,0,UPI,5
ORD102865,2024-10-05,Mumbai,Home Essentials,Bedsheet,3964.53,2649.44,4,10.0,0,UPI,9
ORD102866,2024-10-05,Chennai,Fashion,T-shirt,3965.16,2916.08,1,0.0,0,Cash,9
ORD102867,2024-10-05,Chennai,Fashion,Jeans,945.36,578.67,3,0.0,0,Card,7
ORD102868,2024-10-05,Mumbai,Electronics,Headphones,1621.47,1033.24,1,5.0,0,Cash,6
ORD102869,2024-10-05,Kolkata,Fashion,T-shirt,254.48,187.69,2,0.0,0,Net Banking,9
ORD102870,2024-10-05,Mumbai,Grocery,Rice 5kg,2135.15,1285.91,5,20.0,0,UPI,8
ORD102871,2024-10-05,Delhi,Grocery,Oil 1L,161.89,127.45,5,10.0,0,Net Banking,8
ORD102872,2024-10-05,Delhi,Electronics,Mobile Phone,213.36,134.92,3,0.0,0,Net Banking,1
ORD102873,2024-10-05,Hyderabad,Electronics,Laptop,1283.08,949.68,1,20.0,0,Card,2
ORD102874,2024-10-05,Delhi,Fashion,Jeans,131.46,91.08,1,20.0,0,Card,5
ORD102875,2024-10-05,Bangalore,FMCG,Shampoo,2159.55,1550.89,5,15.0,0,Net Banking,2
ORD102876,2024-10-05,Pune,Fashion,Jeans,2196.15,1360.65,4,15.0,0,UPI,9
ORD102877,2024-10-05,Pune,Grocery,Rice 5kg,4247.64,2803.99,3,15.0,0,Net Banking,7
ORD102878,2024-10-05,Kolkata,Grocery,Oil 1L,1171.92,710.55,3,15.0,0,UPI,4
ORD102879,2024-10-05,Pune,Home Essentials,Pressure Cooker,3762.45,3031.75,1,5.0,0,Cash,5
ORD102880,2024-10-05,Chennai,Grocery,Rice 5kg,1579.44,1258.6,4,5.0,0,Cash,4
ORD102881,2024-10-05,Mumbai,FMCG,Toothpaste,641.2,513.85,4,0.0,0,Cash,2
ORD102882,2024-10-05,Bangalore,Fashion,Jeans,2605.66,1636.81,4,20.0,0,Cash,7
ORD102883,2024-10-06,Hyderabad,Electronics,Laptop,2002.66,1390.4,5,15.0,0,Net Banking,1
ORD102884,2024-10-06,Delhi,Grocery,Oil 1L,2837.79,2384.66,1,0.0,0,Cash,8
ORD102885,2024-10-06,Chennai,Home Essentials,Bedsheet,1216.4,951.51,1,10.0,0,Cash,3
ORD102886,2024-10-06,Kolkata,Home Essentials,Mixer Grinder,3340.47,2144.3,1,15.0,0,Cash,5
ORD102887,2024-10-06,Mumbai,Electronics,Laptop,344.41,270.61,2,20.0,0,Net Banking,3
ORD102888,2024-10-06,Delhi,Home Essentials,Mixer Grinder,1475.75,931.23,2,0.0,0,UPI,8
ORD102889,2024-10-06,Chennai,Home Essentials,Pressure Cooker,3294.82,2675.38,4,10.0,0,Card,10
ORD102890,2024-10-06,Hyderabad,FMCG,Toothpaste,3110.07,2351.43,1,10.0,0,Cash,2
ORD102891,2024-10-06,Hyderabad,Electronics,Mobile Phone,1467.88,1194.0,3,15.0,0,UPI,9
ORD102892,2024-10-06,Pune,Home Essentials,Bedsheet,599.83,500.93,1,15.0,0,Cash,6
ORD102893,2024-10-06,Hyderabad,Fashion,T-shirt,4966.45,3228.34,1,5.0,0,Card,6
ORD102894,2024-10-06,Hyderabad,Fashion,Shoes,4347.0,3058.57,4,20.0,0,Net Banking,4
ORD102895,2024-10-06,Hyderabad,Home Essentials,Bedsheet,448.05,333.12,2,20.0,0,UPI,7
ORD102896,2024-10-06,Pune,Fashion,Shoes,332.07,262.63,1,15.0,0,Net Banking,6
ORD102897,2024-10-06,Delhi,Fashion,T-shirt,2006.19,1606.19,2,15.0,0,Cash,2
ORD102898,2024-10-06,Hyderabad,Home Essentials,Bedsheet,1714.17,1276.37,1,10.0,0,UPI,4
ORD102899,2024-10-06,Hyderabad,Fashion,Shoes,1850.56,1247.21,5,10.0,0,Card,7
ORD102900,2024-10-06,Kolkata,Fashion,Shoes,3028.74,2260.95,1,5.0,0,Card,4
ORD102901,2024-10-06,Pune,Fashion,T-shirt,4562.8,3624.23,3,0.0,0,Card,2
ORD102902,2024-10-06,Kolkata,Home Essentials,Bedsheet,3724.86,2535.39,1,10.0,0,Net Banking,3
ORD102903,2024-10-06,Mumbai,Fashion,Shoes,1020.56,819.28,1,20.0,0,Card,6
ORD102904,2024-10-06,Bangalore,Electronics,Mobile Phone,3644.31,2692.11,3,5.0,0,Net Banking,4
ORD102905,2024-10-06,Kolkata,Electronics,Headphones,1287.57,1060.56,4,20.0,0,Card,10
ORD102906,2024-10-06,Mumbai,Home Essentials,Pressure Cooker,3509.24,2373.87,5,20.0,0,Card,1
ORD102907,2024-10-06,Pune,Home Essentials,Bedsheet,4344.59,3369.9,4,15.0,0,Cash,6
ORD102908,2024-10-06,Chennai,Electronics,Laptop,2062.25,1270.54,2,5.0,1,Net Banking,4
ORD102909,2024-10-06,Hyderabad,Grocery,Rice 5kg,2443.27,1549.09,4,5.0,0,UPI,3
ORD102910,2024-10-06,Bangalore,Fashion,Shoes,941.09,604.82,3,0.0,0,Cash,1
ORD102911,2024-10-07,Chennai,Fashion,T-shirt,3694.25,2617.26,3,0.0,0,UPI,5
ORD102912,2024-10-07,Bangalore,FMCG,Soap,1553.0,1309.19,3,5.0,0,UPI,3
ORD102913,2024-10-07,Chennai,FMCG,Soap,4061.7,3202.59,1,20.0,0,Net Banking,6
ORD102914,2024-10-07,Chennai,Electronics,Mobile Phone,3374.71,2459.11,1,10.0,0,Card,1
ORD102915,2024-10-07,Pune,Home Essentials,Pressure Cooker,604.95,437.83,2,20.0,0,UPI,4
ORD102916,2024-10-07,Hyderabad,Electronics,Laptop,1624.13,1232.83,3,10.0,1,UPI,9
ORD102917,2024-10-07,Kolkata,Fashion,Jeans,4314.38,3308.48,1,0.0,0,Card,7
ORD102918,2024-10-07,Bangalore,Home Essentials,Pressure Cooker,988.07,735.6,2,0.0,0,Cash,4
ORD102919,2024-10-07,Hyderabad,Grocery,Oil 1L,1969.86,1469.07,4,20.0,0,Cash,10
ORD102920,2024-10-07,Bangalore,Fashion,T-shirt,2732.57,1703.26,3,0.0,0,Cash,10
ORD102921,2024-10-07,Chennai,Electronics,Headphones,3985.94,3172.25,3,5.0,0,Cash,5
ORD102922,2024-10-07,Mumbai,Grocery,Atta 5kg,3399.4,2475.09,2,10.0,0,Cash,5
ORD102923,2024-10-07,Chennai,Home Essentials,Bedsheet,3062.09,2566.24,3,5.0,0,UPI,9
ORD102924,2024-10-07,Hyderabad,Grocery,Oil 1L,1346.57,820.49,4,10.0,0,Cash,5
ORD102925,2024-10-07,Delhi,Home Essentials,Mixer Grinder,1980.22,1495.18,2,20.0,0,UPI,8
ORD102926,2024-10-07,Bangalore,Fashion,Jeans,4123.84,2496.68,3,5.0,1,Card,10
ORD102927,2024-10-07,Bangalore,Grocery,Oil 1L,4341.58,2874.93,4,20.0,0,Net Banking,5
ORD102928,2024-10-07,Bangalore,Fashion,Jeans,3044.6,2465.75,4,15.0,0,,8
ORD102929,2024-10-07,Mumbai,Home Essentials,Bedsheet,1086.9,662.37,5,20.0,0,Cash,9
ORD102930,2024-10-07,Pune,Grocery,Rice 5kg,4679.35,3961.02,5,15.0,0,Net Banking,7
ORD102931,2024-10-07,Hyderabad,Home Essentials,Bedsheet,3095.32,2057.01,1,15.0,0,Net Banking,1
ORD102932,2024-10-07,Kolkata,Grocery,Oil 1L,352.3,285.92,5,15.0,0,UPI,1
ORD102933,2024-10-07,Kolkata,Fashion,Shoes,1377.48,1154.12,4,0.0,0,Net Banking,6
ORD102934,2024-10-07,Hyderabad,Grocery,Oil 1L,1696.38,1294.6,1,20.0,0,Net Banking,1
ORD102935,2024-10-07,Chennai,Electronics,Laptop,2507.83,1688.1,5,5.0,0,Cash,6
ORD102936,2024-10-07,Pune,Grocery,Oil 1L,2633.9,1592.62,3,10.0,0,UPI,6
ORD102937,2024-10-07,Kolkata,Grocery,Atta 5kg,4298.67,3198.87,2,15.0,0,UPI,3
ORD102938,2024-10-07,Kolkata,FMCG,Soap,3997.48,2832.85,4,20.0,0,Card,8
ORD102939,2024-10-07,Mumbai,FMCG,Soap,4237.97,2892.88,2,20.0,0,Net Banking,7
ORD102940,2024-10-07,Chennai,Fashion,Jeans,4385.27,2960.99,1,15.0,0,Cash,9
ORD102941,2024-10-07,Chennai,FMCG,Toothpaste,1298.02,1021.75,5,0.0,0,Cash,6
ORD102942,2024-10-07,Pune,FMCG,Soap,192.83,156.19,1,0.0,0,Cash,8
ORD102943,2024-10-07,Pune,Home Essentials,Pressure Cooker,3045.3,1891.18,5,5.0,0,Card,9
ORD102944,2024-10-08,Delhi,Grocery,Atta 5kg,1816.36,1260.58,4,0.0,0,Net Banking,6
ORD102945,2024-10-08,Hyderabad,Fashion,T-shirt,4732.24,3723.51,2,10.0,0,Card,4
ORD102946,2024-10-08,Chennai,Home Essentials,Pressure Cooker,2074.54,1649.72,4,5.0,0,UPI,3
ORD102947,2024-10-08,Delhi,Fashion,Jeans,2254.75,1590.55,4,0.0,0,Cash,2
ORD102948,2024-10-08,Hyderabad,FMCG,Shampoo,4345.3,3107.96,4,5.0,0,Cash,7
ORD102949,2024-10-08,Delhi,Grocery,Atta 5kg,2737.1,2118.94,5,20.0,0,Net Banking,8
ORD102950,2024-10-08,Bangalore,Grocery,Atta 5kg,3105.05,2394.1,2,10.0,0,Card,3
ORD102951,2024-10-08,Pune,FMCG,Soap,2286.01,1634.32,3,0.0,1,Cash,8
ORD102952,2024-10-08,,Grocery,Atta 5kg,2832.11,1898.5,3,5.0,0,Net Banking,7
ORD102953,2024-10-08,Hyderabad,FMCG,Soap,1609.81,1145.04,2,10.0,0,Card,8
ORD102954,2024-10-08,,Fashion,Shoes,3907.08,2402.26,5,0.0,0,UPI,10
ORD102955,2024-10-08,Kolkata,FMCG,Toothpaste,264.14,185.5,4,10.0,0,Cash,4
ORD102956,2024-10-08,Chennai,FMCG,Toothpaste,1390.62,919.26,3,15.0,0,Card,3
ORD102957,2024-10-08,Delhi,Fashion,Jeans,2206.2,1341.31,1,0.0,0,UPI,10
ORD102958,2024-10-08,Chennai,Electronics,Mobile Phone,393.66,260.36,3,20.0,1,Card,7
ORD102959,2024-10-08,Mumbai,Electronics,Headphones,3478.23,2606.81,5,20.0,0,Card,2
ORD102960,2024-10-08,Mumbai,Home Essentials,Mixer Grinder,3445.95,2341.77,2,15.0,0,Card,7
ORD102961,2024-10-08,Hyderabad,Electronics,Laptop,3677.81,2639.18,4,0.0,0,Net Banking,9
ORD102962,2024-10-08,Hyderabad,Electronics,Laptop,3630.68,2843.8,4,15.0,0,Net Banking,9
ORD102963,2024-10-08,Delhi,Home Essentials,Mixer Grinder,3727.83,2900.27,3,15.0,0,Card,1
